0.0000	1297.712769	312.531464	25.975311	993.353394	350.787506	22.103312	1020.611877	568.254456	22.943941
0.0100	1297.714722	312.535370	25.975407	993.357544	350.748932	22.096094	1020.569702	568.201904	22.942978
0.0200	1297.719971	312.538696	25.989887	993.357178	350.690674	22.105045	1020.521729	568.151917	22.950981
0.0300	1297.723877	312.547180	25.984612	993.346619	350.635010	22.106102	1020.482666	568.103271	22.945515
0.0400	1297.744751	312.550049	25.983271	993.352661	350.587219	22.107538	1020.463989	568.058228	22.944021
0.0500	1297.752197	312.569458	25.973412	993.356201	350.549835	22.098251	1020.419312	568.020081	22.949081
0.0600	1297.760376	312.565125	25.979876	993.361511	350.498199	22.092764	1020.389404	567.983154	22.945154
0.0700	1297.774902	312.594238	25.977253	993.376465	350.461212	22.096411	1020.356506	567.943970	22.932594
0.0800	1297.783325	312.607025	25.975006	993.383362	350.420105	22.100069	1020.314880	567.908691	22.936113
0.0900	1297.804932	312.609741	25.974012	993.388611	350.375885	22.102678	1020.293274	567.858398	22.929337
0.1000	1297.833618	312.609680	25.984243	993.405090	350.320282	22.098421	1020.261963	567.807434	22.941233
0.1100	1297.852661	312.615997	25.978849	993.424255	350.261017	22.089804	1020.248413	567.764465	22.940098
0.1200	1297.884399	312.614380	25.987186	993.443298	350.206512	22.096888	1020.229370	567.731079	22.921936
0.1300	1297.904907	312.605255	25.975513	993.455017	350.161224	22.093370	1020.210327	567.680176	22.931103
0.1400	1297.945435	312.620056	25.979866	993.489441	350.116669	22.090729	1020.203552	567.640259	22.929955
0.1500	1297.981445	312.642334	25.972437	993.517151	350.071075	22.099442	1020.179749	567.593750	22.929800
0.1600	1298.013794	312.642365	25.983601	993.541626	350.025696	22.093348	1020.164795	567.555542	22.928984
0.1700	1298.047974	312.644623	25.976898	993.580627	349.988464	22.099083	1020.154663	567.509644	22.937401
0.1800	1298.082153	312.666626	25.978416	993.608398	349.952667	22.093916	1020.157288	567.480225	22.930038
0.1900	1298.113281	312.663361	25.983152	993.638611	349.892029	22.102379	1020.156616	567.440796	22.922541
0.2000	1298.150635	312.684662	25.976776	993.673584	349.868103	22.086668	1020.152039	567.427979	22.932673
0.2100	1298.172974	312.689423	25.984243	993.690063	349.825745	22.091339	1020.150391	567.385071	22.936186
0.2200	1298.202026	312.703064	25.986473	993.724731	349.791412	22.101072	1020.148743	567.350281	22.937813
0.2300	1298.227417	312.698669	25.982096	993.755676	349.780853	22.089457	1020.138855	567.331787	22.943413
0.2400	1298.260010	312.701904	25.975754	993.783630	349.745148	22.086393	1020.157837	567.313232	22.935867
0.2500	1298.272705	312.710236	25.975718	993.789368	349.735229	22.079498	1020.157837	567.303101	22.938765
0.2600	1298.306030	312.722351	25.969690	993.811707	349.732422	22.084045	1020.169800	567.281555	22.939970
0.2700	1298.318481	312.715027	25.965809	993.830261	349.724396	22.079435	1020.179626	567.271240	22.948246
0.2800	1298.323120	312.729218	25.967894	993.833313	349.710480	22.088753	1020.174377	567.275635	22.941456
0.2900	1298.324829	312.724487	25.974113	993.841064	349.723969	22.090717	1020.176941	567.281616	22.943012
0.3000	1298.328247	312.722412	25.969629	993.843811	349.721130	22.085766	1020.184814	567.281677	22.946693
0.3100	1298.324341	312.724152	25.969995	993.835632	349.720764	22.085550	1020.185608	567.297119	22.940392
0.3200	1298.319458	312.725342	25.962210	993.830811	349.724243	22.095888	1020.176514	567.279480	22.944647
0.3300	1298.315674	312.728119	25.968758	993.830200	349.737579	22.080053	1020.181824	567.294617	22.936794
0.3400	1298.317383	312.723358	25.964012	993.828308	349.721405	22.081894	1020.181946	567.298828	22.932087
0.3500	1298.312378	312.722839	25.965349	993.824951	349.723145	22.088055	1020.175110	567.286499	22.938025
0.3600	1298.311646	312.723938	25.974691	993.829834	349.719635	22.090515	1020.183899	567.283630	22.945753
0.3700	1298.314453	312.723053	25.970703	993.840637	349.712738	22.094568	1020.185852	567.292236	22.942379
0.3800	1298.314331	312.716888	25.973705	993.834717	349.712006	22.094336	1020.184265	567.286377	22.944345
0.3900	1298.326172	312.717194	25.968925	993.839844	349.719391	22.084034	1020.187805	567.291626	22.939236
0.4000	1298.327271	312.726898	25.958832	993.839355	349.727966	22.077446	1020.183899	567.291321	22.940567
0.4100	1298.316895	312.726654	25.954960	993.848022	349.722870	22.079771	1020.184143	567.292969	22.929710
0.4200	1298.325317	312.732788	25.952831	993.845520	349.733429	22.074421	1020.180969	567.291565	22.935396
0.4300	1298.327026	312.726135	25.956766	993.846191	349.733765	22.074440	1020.184692	567.293213	22.936867
0.4400	1298.318115	312.732544	25.963633	993.845337	349.723236	22.081469	1020.182495	567.296265	22.938940
0.4500	1298.324585	312.721588	25.963175	993.843628	349.715118	22.085180	1020.192627	567.281799	22.945221
0.4600	1298.325928	312.725494	25.965374	993.844543	349.717224	22.088047	1020.191467	567.278320	22.944738
0.4700	1298.330200	312.714783	25.957140	993.844543	349.712921	22.084255	1020.198608	567.293396	22.939676
0.4800	1298.331543	312.724121	25.959337	993.853271	349.717224	22.079222	1020.208252	567.288757	22.936853
0.4900	1298.334839	312.704376	25.954889	993.855225	349.730133	22.080622	1020.219666	567.302917	22.941383
0.5000	1298.339478	312.711121	25.949764	993.866455	349.725220	22.077089	1020.213196	567.290588	22.942699
0.5100	1298.334351	312.717804	25.960178	993.862305	349.729523	22.073105	1020.223938	567.287598	22.941902
0.5200	1298.337524	312.703461	25.958130	993.863708	349.734802	22.079302	1020.230286	567.293884	22.943388
0.5300	1298.337402	312.707520	25.957493	993.872620	349.734070	22.077179	1020.227112	567.291748	22.940006
0.5400	1298.343384	312.702057	25.957458	993.864258	349.745117	22.076616	1020.231812	567.297668	22.945850
0.5500	1298.354736	312.696259	25.966763	993.877075	349.740234	22.079145	1020.246704	567.292786	22.946825
0.5600	1298.363647	312.697418	25.966064	993.885376	349.743011	22.081213	1020.246826	567.304443	22.946383
